id,group,durability,thickness,layers,foam,solvent
785,53,1233,1.5,4,4,0.375
786,53,1097,1.5,4,4,0.375
787,53,370,1.5,4,4,0.375
788,53,329,1.5,4,4,0.375
789,53,718,1.5,4,4,0.375
790,53,670,1.5,4,4,0.375
791,53,1784,1.5,4,4,0.375
792,53,917,1.5,4,4,0.375
793,53,1171,1.5,4,4,0.375
794,53,190,1.5,4,4,0.375
795,53,1036,1.5,4,4,0.375
796,54,2909,1.5,4,4,0.5
797,54,906,1.5,4,4,0.5
798,54,606,1.5,4,4,0.5
799,54,2549,1.5,4,4,0.5
800,54,850,1.5,4,4,0.5
801,54,811,1.5,4,4,0.5
802,54,1738,1.5,4,4,0.5
803,54,329,1.5,4,4,0.5
804,54,741,1.5,4,4,0.5
805,54,2022,1.5,4,4,0.5
806,54,1222,1.5,4,4,0.5
807,54,1656,1.5,4,4,0.5
808,54,802,1.5,4,4,0.5
809,54,130,1.5,4,4,0.5
810,54,1018,1.5,4,4,0.5
811,55,623,2,2,3,0.25
812,55,2170,2,2,3,0.25
813,55,567,2,2,3,0.25
814,55,1502,2,2,3,0.25
815,55,1262,2,2,3,0.25
816,55,1083,2,2,3,0.25
817,55,1907,2,2,3,0.25
818,55,1571,2,2,3,0.25
819,55,718,2,2,3,0.25
820,55,462,2,2,3,0.25
821,55,1934,2,2,3,0.25
822,55,2530,2,2,3,0.25
823,55,2093,2,2,3,0.25
824,55,1913,2,2,3,0.25
825,55,1566,2,2,3,0.25
826,56,259,2,2,3,0.375
827,56,959,2,2,3,0.375
828,56,1189,2,2,3,0.375
829,56,1349,2,2,3,0.375
830,56,401,2,2,3,0.375
831,56,681,2,2,3,0.375
832,56,1067,2,2,3,0.375
833,56,806,2,2,3,0.375
834,56,1037,2,2,3,0.375
835,56,724,2,2,3,0.375
836,56,620,2,2,3,0.375
837,56,1468,2,2,3,0.375
838,56,1376,2,2,3,0.375
839,56,1189,2,2,3,0.375
840,56,918,2,2,3,0.375
841,57,1220,2,2,3,0.5
842,57,1472,2,2,3,0.5
843,57,808,2,2,3,0.5
844,57,1428,2,2,3,0.5
845,57,984,2,2,3,0.5
846,57,1282,2,2,3,0.5
847,57,797,2,2,3,0.5
848,57,1116,2,2,3,0.5
849,57,190,2,2,3,0.5
850,57,1754,2,2,3,0.5
851,57,1535,2,2,3,0.5
852,57,1181,2,2,3,0.5
853,57,439,2,2,3,0.5
854,57,633,2,2,3,0.5
855,57,1197,2,2,3,0.5
856,58,559,2,2,3.5,0.25
857,58,756,2,2,3.5,0.25
858,58,692,2,2,3.5,0.25
859,58,1608,2,2,3.5,0.25
860,58,1437,2,2,3.5,0.25
861,58,1132,2,2,3.5,0.25
862,58,1371,2,2,3.5,0.25
863,58,2257,2,2,3.5,0.25
864,58,2058,2,2,3.5,0.25
865,58,1227,2,2,3.5,0.25
866,58,1986,2,2,3.5,0.25
867,58,2535,2,2,3.5,0.25
868,58,1609,2,2,3.5,0.25
869,58,448,2,2,3.5,0.25
870,58,811,2,2,3.5,0.25
871,59,1873,2,2,3.5,0.375
872,59,761,2,2,3.5,0.375
873,59,359,2,2,3.5,0.375
874,59,691,2,2,3.5,0.375
875,59,1225,2,2,3.5,0.375
876,59,632,2,2,3.5,0.375
877,59,2098,2,2,3.5,0.375
878,59,2115,2,2,3.5,0.375
879,59,972,2,2,3.5,0.375
880,59,481,2,2,3.5,0.375
881,59,530,2,2,3.5,0.375
882,59,1021,2,2,3.5,0.375
883,59,1612,2,2,3.5,0.375
884,59,471,2,2,3.5,0.375
885,59,931,2,2,3.5,0.375
886,60,480,2,2,3.5,0.5
887,60,854,2,2,3.5,0.5
888,60,1043,2,2,3.5,0.5
889,60,924,2,2,3.5,0.5
890,60,2371,2,2,3.5,0.5
891,60,869,2,2,3.5,0.5
892,60,1770,2,2,3.5,0.5
893,60,2196,2,2,3.5,0.5
894,60,951,2,2,3.5,0.5
895,60,2007,2,2,3.5,0.5
896,60,1066,2,2,3.5,0.5
897,60,888,2,2,3.5,0.5
898,60,1463,2,2,3.5,0.5
899,60,1843,2,2,3.5,0.5
900,60,854,2,2,3.5,0.5
901,61,681,2,2,4,0.25
902,61,1268,2,2,4,0.25
903,61,262,2,2,4,0.25
904,61,1136,2,2,4,0.25
905,61,598,2,2,4,0.25
906,61,410,2,2,4,0.25
907,61,1326,2,2,4,0.25
908,61,445,2,2,4,0.25
909,61,562,2,2,4,0.25
910,61,669,2,2,4,0.25
911,61,1541,2,2,4,0.25
912,61,884,2,2,4,0.25
913,61,1059,2,2,4,0.25
914,61,1417,2,2,4,0.25
915,61,478,2,2,4,0.25
916,62,2065,2,2,4,0.375
917,62,419,2,2,4,0.375
918,62,961,2,2,4,0.375
919,62,517,2,2,4,0.375
920,62,1074,2,2,4,0.375
921,62,729,2,2,4,0.375
922,62,601,2,2,4,0.375
923,62,764,2,2,4,0.375
924,62,1613,2,2,4,0.375
925,62,1517,2,2,4,0.375
926,62,2048,2,2,4,0.375
927,62,809,2,2,4,0.375
928,62,2414,2,2,4,0.375
929,62,1487,2,2,4,0.375
930,62,1022,2,2,4,0.375
931,63,2159,2,2,4,0.5
932,63,777,2,2,4,0.5
933,63,413,2,2,4,0.5
934,63,792,2,2,4,0.5
935,63,1372,2,2,4,0.5
936,63,1451,2,2,4,0.5
937,63,815,2,2,4,0.5
938,63,2344,2,2,4,0.5
939,63,760,2,2,4,0.5
940,63,1229,2,2,4,0.5
941,63,317,2,2,4,0.5
942,63,961,2,2,4,0.5
943,63,71,2,2,4,0.5
944,63,680,2,2,4,0.5
945,63,1405,2,2,4,0.5
946,64,1554,2,3,3,0.25
947,64,2571,2,3,3,0.25
948,64,1339,2,3,3,0.25
949,64,1090,2,3,3,0.25
950,64,1467,2,3,3,0.25
951,64,512,2,3,3,0.25
952,64,1371,2,3,3,0.25
953,64,793,2,3,3,0.25
954,64,1357,2,3,3,0.25
955,64,997,2,3,3,0.25
956,64,1679,2,3,3,0.25
957,64,1248,2,3,3,0.25
958,64,1526,2,3,3,0.25
959,64,670,2,3,3,0.25
960,64,1352,2,3,3,0.25
961,65,447,2,3,3,0.375
962,65,428,2,3,3,0.375
963,65,1557,2,3,3,0.375
964,65,1884,2,3,3,0.375
965,65,1309,2,3,3,0.375
966,65,1038,2,3,3,0.375
967,65,1036,2,3,3,0.375
968,65,2366,2,3,3,0.375
969,65,899,2,3,3,0.375
970,65,1521,2,3,3,0.375
971,65,3433,2,3,3,0.375
972,65,2895,2,3,3,0.375
973,65,1385,2,3,3,0.375
974,65,1039,2,3,3,0.375
975,65,1236,2,3,3,0.375
976,66,633,2,3,3,0.5
977,66,706,2,3,3,0.5
978,66,1752,2,3,3,0.5
979,66,1022,2,3,3,0.5
980,66,1278,2,3,3,0.5
981,66,1174,2,3,3,0.5
982,66,552,2,3,3,0.5
983,66,1579,2,3,3,0.5
984,66,416,2,3,3,0.5
985,66,1588,2,3,3,0.5
986,66,2225,2,3,3,0.5
987,66,2253,2,3,3,0.5
988,66,3262,2,3,3,0.5
989,66,2111,2,3,3,0.5
990,66,280,2,3,3,0.5
991,67,609,2,3,3.5,0.25
992,67,1318,2,3,3.5,0.25
993,67,1617,2,3,3.5,0.25
994,67,1261,2,3,3.5,0.25
995,67,467,2,3,3.5,0.25
996,67,1294,2,3,3.5,0.25
997,67,3696,2,3,3.5,0.25
998,67,796,2,3,3.5,0.25
999,67,559,2,3,3.5,0.25
1000,67,3247,2,3,3.5,0.25
1001,67,1653,2,3,3.5,0.25
1002,67,1807,2,3,3.5,0.25
1003,67,1803,2,3,3.5,0.25
1004,67,1225,2,3,3.5,0.25
1005,67,2153,2,3,3.5,0.25
1006,68,735,2,3,3.5,0.375
1007,68,509,2,3,3.5,0.375
1008,68,1235,2,3,3.5,0.375
1009,68,2126,2,3,3.5,0.375
1010,68,1010,2,3,3.5,0.375
1011,68,1401,2,3,3.5,0.375
1012,68,1744,2,3,3.5,0.375
1013,68,1861,2,3,3.5,0.375
1014,68,452,2,3,3.5,0.375
1015,68,408,2,3,3.5,0.375
1016,68,1750,2,3,3.5,0.375
1017,68,522,2,3,3.5,0.375
1018,68,690,2,3,3.5,0.375
1019,68,1346,2,3,3.5,0.375
1020,68,3436,2,3,3.5,0.375
1021,69,2355,2,3,3.5,0.5
1022,69,2548,2,3,3.5,0.5
1023,69,940,2,3,3.5,0.5
1024,69,1229,2,3,3.5,0.5
1025,69,1257,2,3,3.5,0.5
1026,69,620,2,3,3.5,0.5
1027,69,179,2,3,3.5,0.5
1028,69,776,2,3,3.5,0.5
1029,69,2567,2,3,3.5,0.5
1030,69,2105,2,3,3.5,0.5
1031,69,1027,2,3,3.5,0.5
1032,69,1719,2,3,3.5,0.5
1033,69,188,2,3,3.5,0.5
1034,69,1795,2,3,3.5,0.5
1035,69,2052,2,3,3.5,0.5
1036,70,2390,2,3,4,0.25
1037,70,1776,2,3,4,0.25
1038,70,1054,2,3,4,0.25
1039,70,504,2,3,4,0.25
1040,70,886,2,3,4,0.25
1041,70,1664,2,3,4,0.25
1042,70,898,2,3,4,0.25
1043,70,924,2,3,4,0.25
1044,70,1138,2,3,4,0.25
1045,70,866,2,3,4,0.25
1046,70,1174,2,3,4,0.25
1047,70,1693,2,3,4,0.25
1048,70,971,2,3,4,0.25
1049,70,902,2,3,4,0.25
1050,70,913,2,3,4,0.25
1051,71,235,2,3,4,0.375
1052,71,196,2,3,4,0.375
1053,71,65,2,3,4,0.375
1054,71,1560,2,3,4,0.375
1055,71,2654,2,3,4,0.375
1056,71,1522,2,3,4,0.375
1057,71,1870,2,3,4,0.375
1058,71,1821,2,3,4,0.375
1059,71,992,2,3,4,0.375
1060,71,1925,2,3,4,0.375
1061,71,895,2,3,4,0.375
1062,71,2409,2,3,4,0.375
1063,71,1320,2,3,4,0.375
1064,71,1871,2,3,4,0.375
1065,71,1014,2,3,4,0.375
1066,72,1773,2,3,4,0.5
1067,72,2993,2,3,4,0.5
1068,72,1224,2,3,4,0.5
1069,72,731,2,3,4,0.5
1070,72,1736,2,3,4,0.5
1071,72,1451,2,3,4,0.5
1072,72,607,2,3,4,0.5
1073,72,321,2,3,4,0.5
1074,72,1327,2,3,4,0.5
1075,72,3771,2,3,4,0.5
1076,72,712,2,3,4,0.5
1077,72,449,2,3,4,0.5
1078,72,1845,2,3,4,0.5
1079,72,672,2,3,4,0.5
1080,72,1028,2,3,4,0.5
1081,73,1330,2,4,3,0.25
1082,73,1159,2,4,3,0.25
1083,73,1664,2,4,3,0.25
1084,73,1667,2,4,3,0.25
1085,73,1505,2,4,3,0.25
1086,73,781,2,4,3,0.25
1087,73,682,2,4,3,0.25
1088,73,3246,2,4,3,0.25
1089,73,2158,2,4,3,0.25
1090,73,779,2,4,3,0.25
1091,73,544,2,4,3,0.25
1092,73,1160,2,4,3,0.25
1093,73,1310,2,4,3,0.25
1094,73,598,2,4,3,0.25
1095,73,787,2,4,3,0.25
1096,74,1175,2,4,3,0.375
1097,74,1661,2,4,3,0.375
1098,74,1455,2,4,3,0.375
1099,74,2231,2,4,3,0.375
1100,74,305,2,4,3,0.375
1101,74,1521,2,4,3,0.375
1102,74,1671,2,4,3,0.375
1103,74,2013,2,4,3,0.375
1104,74,2234,2,4,3,0.375
1105,74,1473,2,4,3,0.375
1106,74,707,2,4,3,0.375
1107,74,1353,2,4,3,0.375
1108,74,777,2,4,3,0.375
1109,74,294,2,4,3,0.375
1110,74,2200,2,4,3,0.375
1111,75,746,2,4,3,0.5
1112,75,1643,2,4,3,0.5
1113,75,1299,2,4,3,0.5
1114,75,1651,2,4,3,0.5
1115,75,2443,2,4,3,0.5
1116,75,3198,2,4,3,0.5
1117,75,904,2,4,3,0.5
1118,75,611,2,4,3,0.5
1119,75,1717,2,4,3,0.5
1120,75,2363,2,4,3,0.5
1121,75,914,2,4,3,0.5
1122,75,778,2,4,3,0.5
1123,75,693,2,4,3,0.5
1124,75,2061,2,4,3,0.5
1125,75,1667,2,4,3,0.5
1126,76,313,2,4,3.5,0.25
1127,76,1115,2,4,3.5,0.25
1128,76,2447,2,4,3.5,0.25
1129,76,1830,2,4,3.5,0.25
1130,76,1264,2,4,3.5,0.25
1131,76,626,2,4,3.5,0.25
1132,76,4026,2,4,3.5,0.25
1133,76,2001,2,4,3.5,0.25
1134,76,2428,2,4,3.5,0.25
1135,76,1986,2,4,3.5,0.25
1136,76,1232,2,4,3.5,0.25
1137,76,2331,2,4,3.5,0.25
1138,76,702,2,4,3.5,0.25
1139,76,713,2,4,3.5,0.25
1140,76,2366,2,4,3.5,0.25
1141,77,905,2,4,3.5,0.375
1142,77,1740,2,4,3.5,0.375
1143,77,1347,2,4,3.5,0.375
1144,77,155,2,4,3.5,0.375
1145,77,730,2,4,3.5,0.375
1146,77,1549,2,4,3.5,0.375
1147,77,2331,2,4,3.5,0.375
1148,77,295,2,4,3.5,0.375
1149,77,438,2,4,3.5,0.375
1150,77,1817,2,4,3.5,0.375
1151,77,380,2,4,3.5,0.375
1152,77,1440,2,4,3.5,0.375
1153,77,565,2,4,3.5,0.375
1154,77,1977,2,4,3.5,0.375
1155,77,641,2,4,3.5,0.375
1156,78,1538,2,4,3.5,0.5
1157,78,1313,2,4,3.5,0.5
1158,78,1176,2,4,3.5,0.5
1159,78,952,2,4,3.5,0.5
1160,78,1982,2,4,3.5,0.5
1161,78,1541,2,4,3.5,0.5
1162,78,3419,2,4,3.5,0.5
1163,78,1430,2,4,3.5,0.5
1164,78,427,2,4,3.5,0.5
1165,78,267,2,4,3.5,0.5
1166,78,3122,2,4,3.5,0.5
1167,78,1395,2,4,3.5,0.5
1168,78,922,2,4,3.5,0.5
1169,78,677,2,4,3.5,0.5
1170,78,250,2,4,3.5,0.5
1171,79,460,2,4,4,0.25
1172,79,1409,2,4,4,0.25
1173,79,1621,2,4,4,0.25
1174,79,2799,2,4,4,0.25
1175,79,2708,2,4,4,0.25
1176,79,1291,2,4,4,0.25
1177,79,1960,2,4,4,0.25
1178,79,1911,2,4,4,0.25
1179,79,1395,2,4,4,0.25
1180,79,348,2,4,4,0.25
1181,79,1723,2,4,4,0.25
1182,79,2610,2,4,4,0.25
1183,79,819,2,4,4,0.25
1184,79,1098,2,4,4,0.25
1185,79,2056,2,4,4,0.25
1186,80,2610,2,4,4,0.375
1187,80,2834,2,4,4,0.375
1188,80,1332,2,4,4,0.375
1189,80,1261,2,4,4,0.375
1190,80,1213,2,4,4,0.375
1191,80,1579,2,4,4,0.375
1192,80,1238,2,4,4,0.375
1193,80,212,2,4,4,0.375
1194,80,2780,2,4,4,0.375
1195,80,509,2,4,4,0.375
1196,80,1051,2,4,4,0.375
1197,80,2278,2,4,4,0.375
1198,80,664,2,4,4,0.375
1199,80,3789,2,4,4,0.375
1200,80,1664,2,4,4,0.375
1201,81,2267,2,4,4,0.5
1202,81,965,2,4,4,0.5
1203,81,2933,2,4,4,0.5
1204,81,731,2,4,4,0.5
1205,81,714,2,4,4,0.5
1206,81,1649,2,4,4,0.5
1207,81,2545,2,4,4,0.5
1208,81,565,2,4,4,0.5
1209,81,1919,2,4,4,0.5
1210,81,1124,2,4,4,0.5
1211,81,1820,2,4,4,0.5
1212,81,822,2,4,4,0.5
1213,81,2204,2,4,4,0.5
1214,81,2268,2,4,4,0.5
1215,81,1000,2,4,4,0.5
