state,fips,county,air_pollution,alcohol_driving_deaths,days_poor_mental_health,days_poor_physical_health,dentists,diabetes,drinking_excessive,exercise_access,flu_vaccinations,food_env_index,frequent_ment_distress,frequent_phys_distress,homeownership,income_inequality,injury_deaths,life_expectancy,life_expectancy_white,median_household_income,obesity,physical_inactivity,poor_fair_health,pop_non_english_speaker,premature_age_adjusted_mortality,premature_death,premature_death_white,prevent_hospital_stays,prevent_hospital_stays_white,primary_care_physicians,sexually_transmitted_infections,smoking,social_associations,some_college,unemployment,uninsured,bonding,bridging,linking,socialcap,pop_female,median_age,pop,pop_white,pop_black,pop_natam,pop_asian,pop_pacific,pop_hisplat,pop_over_15,pop_never_married,pop_some_college,employees_muni,employees_state,employees_fed,median_income,gini,pop_labor_force,pop_unemployed,median_monthly_housing_cost,total_adherents,protestant,catholic,orthodox,muslim,jewish,other_adherents,county_name,urban,region,democrat_2000,democrat_2004,democrat_2008,democrat_2012,democrat_2016,democrat_2020,republican_2000,republican_2004,republican_2008,republican_2012,republican_2016,republican_2020,gap_2000,gap_2004,gap_2008,gap_2012,gap_2016,gap_2020
KS,20035,Cowley County,9.3,0.2592592593,3.7721926514,3.979975852,3.97524e-4,0.126,0.156233812,0.7048828179,0.41,6.9,0.1192526352,0.1174315084,0.6654872475,4.4008190548,90.968817911,75.719611417,75.915943996,47864,0.387,0.281,0.1860726177,0.0158093299,474.06159556,9635.9901219,9335.5788838,3662,3749,5.090354e-4,418.5,0.1647724968,16.6850485,0.604842615,0.0342993726,0.1039605767,0.6788600087165833,0.2504490315914154,0.23223905265331268,1.161548137664795,0.49700548527930144,38.2,35732,0.8818426060673906,0.030141050039180568,0.01981417217060338,0.01600806000223889,7.836113287809246e-4,0.10578752938542484,28637,0.2574641198449558,0.2486566662935184,41.083622523228485,23.78820105227807,6.100973916937199,46624,0.4282,16414,51.60229072742781,685,482.1954779543389,399.52080636721655,68.84965988268019,0,0,0,13.82501170444218,Cowley,urban_cluster,West North Central,39,33.3,36.4,34,28.1,30,56.9,65.1,61.6,63.6,65.5,67.9,17.9,31.799999999999997,25.200000000000003,29.6,37.4,37.900000000000006
KS,20037,Crawford County,9.7,0.0740740741,4.197539677,4.0997601704,5.381993e-4,0.111,0.188017775,0.7733684264,0.45,6.3,0.13005389479999999,0.1228527485,0.5842689165,5.1717165471,60.799901903,76.23696497,76.006303059,43852,0.336,0.276,0.1911985275,0.0109077061,452.38285693,7848.2629137,8043.1986216,4253,4130,8.197981e-4,453.5,0.1881841757,11.784598043,0.7113031766,0.0400085352,0.1187607027,0.691213071346283,0.2236352562904358,0.2864515781402588,1.2012999057769775,0.4994501138136525,32.5,39099,0.9161871147599683,0.025090155758459295,0.005754622880380572,0.017775390674953324,0,0.05281464999104837,32003,0.3752148236102865,0.1989820711527149,32.686257960561655,46.267167958259805,5.064068134734904,38017,0.4647,19474,53.8153435349697,676,474.75341135585427,302.7546379107681,153.31936423570298,0,1.277661368630858,0,17.401747840752286,Crawford,urban_cluster,West North Central,47.1,46.1,49.5,45.7,34.9,37.1,47.6,52.2,48.1,51.6,57.9,60.3,0.5,6.100000000000001,1.3999999999999986,5.899999999999999,23,23.199999999999996
KS,20039,Decatur County,6.6,0.5,4.043903053,3.8384427253,3.483107e-4,0.121,0.1490333829,0.4684228301,0.41,7.1,0.1222433133,0.1138082308,0.7200538358,4.7974580224,97.033545883,77.118050503,76.758606365,44774,0.32,0.341,0.1709695079,0.0099484156,451.0466229,9999.9860113,10464.005234,3657,3708,3.466205e-4,208,0.1607189423,24.263431542,0.6552962298,0.0303756994,0.1256645723,0.7192375063896179,0.3567298948764801,0.2840319275856018,1.3599992990493774,0.50051885160844,51.3,2891,0.9678312002767209,0.0017295053614666206,0.00933932895191975,0.005188516084399862,0,0.025942580421999307,2421,0.17306897976042956,0.2794880664130059,48.08024904877205,33.552404012452435,15.565548253199585,41230,0.4913,1415,28.268551236749115,547,895.3056399864911,779.8041202296522,115.5015197568389,0,0,0,0,Decatur,rural,West North Central,24.1,20.4,22.2,17.4,12.3,14.6,71.3,77.9,76.8,79.5,83.3,84.1,47.2,57.50000000000001,54.599999999999994,62.1,71,69.5
KS,20041,Dickinson County,8.8,0.3043478261,3.9085388497,3.8736924287,3.205642e-4,0.11,0.1732862432,0.6981877088,0.28,8.1,0.1171006292,0.114175308,0.6976028714,4.894524072,77.584399245,78.10752875,78.17942723,50605,0.36,0.316,0.1628778845,0,338.1115286,7132.5548611,7029.092892,4622,4551,3.703312e-4,349.2,0.1797554041,21.690826368,0.6445234392,0.0351126668,0.0982532751,0.7383147478103638,0.29998070001602173,0.27816078066825867,1.3164561986923218,0.5004696795741572,41.2,19162,0.9449431165849076,0.009080471767038932,0.008976098528337334,0.003966183070660683,0,0.045037052499739064,15306,0.20312295831699986,0.2403715687297777,31.46853146853147,26.876108965661203,23.327418849806907,49663,0.4012,9233,53.828658074298716,737,460.7168168472208,355.47230940568994,104.99139414802065,0,0,0,0.25311329351017514,Dickinson,urban_cluster,West North Central,29.8,26.9,27.9,25.1,19.6,22,64.8,71.6,70.2,72.5,73.4,76.2,35,44.7,42.3,47.4,53.8,54.2
KS,20043,Doniphan County,9.9,0.5555555556,3.5243108584,3.4042680077,NA,0.11,0.1746750279,0.2750157332,0.39,6.4,0.111322662,0.1017762805,0.7298280423,4.4892493761,41.296716911,78.674338556,78.509201086,50949,0.375,0.313,0.142794101,2.721088e-4,334.14715518,5482.6726249,5685.8603832,4396,4502,3.88249e-4,323.5,0.1572738436,14.235796558,0.6616352201,0.0353982301,0.099318569,0.7490182518959045,0.245661199092865,0.26582807302474976,1.260507583618164,0.4926829268292683,39.4,7790,0.9209242618741977,0.03748395378690629,0.015019255455712453,0.0021822849807445442,0,0.027342747111681644,6508,0.2687461585740627,0.22991014120667522,48.65211810012837,25.802310654685495,13.093709884467266,50300,0.4175,3912,44.73415132924335,616,473.5053492762744,371.93203272498425,78.41409691629956,0,0,0,23.15921963499056,Doniphan,urbanized_area,West North Central,31.1,29.6,31.3,26.5,17.4,18.5,64.4,69.1,66.6,70.9,77.1,80.2,33.300000000000004,39.49999999999999,35.3,44.400000000000006,59.7,61.7
KS,20045,Douglas County,9.8,0.3333333333,3.8816321938,3.3758538276,5.846701e-4,0.065,0.2400957133,0.9103820403,0.57,7.3,0.1163079683,0.1020505742,0.518447315,5.2431154381,57.18530891,80.361709799,80.254988591,57120,0.279,0.171,0.145252756,0.0088686502,274.21821202,5371.2311951,5443.6288765,3077,2936,8.692557e-4,725.2,0.1661903128,9.2720604671,0.8367873996,0.0305986288,0.0924404563,0.675446093082428,0.25801318883895874,0.3262891173362732,1.259748458862305,0.5047111352562688,29.2,117806,0.8298219105987811,0.04108449484746108,0.023377417109485085,0.04852893740556508,9.337385192604791e-5,0.060344973940206784,99142,0.466996832825644,0.15394801623007318,41.09298337945436,65.90496239580328,11.883944790587915,54370,0.4753,67806,46.58879745155296,972,312.04771443524083,200.24182051143234,83.40100698392074,0.415065056936098,2.779131250789526,0,25.21069063216213,Douglas,urbanized_area,West North Central,45.8,57.1,64.4,60.8,62.3,68.6,42.8,41,33.6,36.1,29.3,29.1,3,16.1,30.800000000000004,24.699999999999996,33,39.49999999999999
KS,20047,Edwards County,7.5,0.5714285714,3.6230676987,3.55976536,3.510004e-4,0.15,0.1581797434,0.7128745473,0.15,8.5,0.1142408672,0.1072803445,0.7864823349,3.4534682081,115.81959395,71.587422116,70.335545217,46962,0.38,0.283,0.1769417157,0.048,586.6915478,16134.2377,17717.686833,4429,4413,3.456619e-4,207.4,0.1533836127,10.369858279,0.6666666667,0.0244708995,0.1707638279,0.6463006734848022,0.3215601146221161,0.2728467285633087,1.240707516670227,0.48404616429056346,44.8,2946,0.9426340801086218,0.013238289205702648,0.002036659877800407,0.003054989816700611,0,0.20095044127630685,2389,0.20008371703641692,0.25695858791581805,59.063136456211815,33.60488798370672,5.770536320434488,50229,0.4231,1487,28.917283120376595,501,717.8136318735594,357.91899901218306,359.2360882449786,0,0,0,0.6585446163977609,Edwards,rural,West North Central,28.6,25.8,24.5,21.5,16.1,18.9,67.9,72.5,73.3,76.5,78.6,79.7,39.3,46.7,48.8,55,62.49999999999999,60.8
KS,20049,Elk County,8.9,0.5,4.0065078294,3.8173203795,0,0.232,0.1362951986,0.2904233171,0.38,4.6,0.1209418996,0.112644883,0.7985675918,3.9425630063,178.96047308,71.519095892,70.572411947,37360,0.333,0.332,0.1679154764,0,676.93600713,16295.428524,17801.372785,3332,3421,4.003203e-4,NA,0.1610953819,12.009607686,0.5388349515,0.0334763948,0.1407322654,0.6976900696754456,0.26335930824279785,0.2622840106487274,1.2233333587646484,0.5075552111584657,50.8,2581,0.9352963967454475,0.0015497869043006587,0.01898488957768307,0.005036807438977141,0,0.04106935296396746,2137,0.17033224145999065,0.2642386671832623,68.57807051530415,19.372336303758235,8.911274699728787,39405,0.3794,1098,69.2167577413479,467,374.3927827897294,357.0437196391395,17.349063150589867,0,0,0,0,Elk,rural,West North Central,25.9,24.4,25.3,20.5,12.7,14.3,69.7,73.9,72.7,76.6,83.2,83.8,43.8,49.50000000000001,47.400000000000006,56.099999999999994,70.5,69.5
KS,20051,Ellis County,7.5,0.3333333333,3.4188965718,3.409884652,0.001010101,0.074,0.2022387919,0.8988823281,0.45,7.5,0.1122471477,0.1032526453,0.6126413954,5.1774905099,68.590907201,79.25375041,79.252225028,53840,0.3,0.265,0.1540896689,0.0085782954,323.79622302,6861.3764374,6751.4243251,3913,3919,6.622747e-4,644.8,0.1589159296,11.502666527,0.798513986,0.0238321081,0.0881457682,0.7276449799537659,0.25939780473709106,0.35186299681663513,1.3389058113098145,0.498943796100703,32,28877,0.9472590643072342,0.009315372095439277,0.0018353707102538351,0.013990372961180178,8.657409010631299e-4,0.055719084392423034,23633,0.3943214995980197,0.19887799979222218,37.296118017799635,65.62316030058524,9.661668455864529,49562,0.495,16317,27.885027885027885,738,572.5783776184451,183.67777309152257,365.10614368058486,0,10.825249543090116,0,12.969211303247574,Ellis,urban_cluster,West North Central,35.2,33.1,32.2,26.1,23,27.1,58.4,64.7,65.9,71.7,70.9,70.7,23.199999999999996,31.6,33.7,45.6,47.900000000000006,43.6
KS,20053,Ellsworth County,7.8,0.1052631579,3.6852298519,3.4074543395,3.227889e-4,0.114,0.1868311521,0.636293674,0.28,7.6,0.1100928592,0.101271722,0.7510154346,4.576585695,98.135426889,77.7818686,77.953436926,50261,0.366,0.29,0.1585743949,0.0048706752,360.62909373,6435.9797934,6297.0892372,7493,7587,6.319115e-4,110.6,0.1513302626,18.957345972,0.5721716515,0.0279206466,0.0861819933,0.7131057381629944,0.3059645891189575,0.28529053926467896,1.3043608665466309,0.43516032222397727,43.7,6331,0.8946453956720897,0.03822460906649818,0.01816458695308798,0.00552835255093982,0,0.06049597220028431,5392,0.269473293768546,0.27025746327594374,39.330279576686145,34.74964460590744,6.002211341020376,48550,0.4112,2815,30.19538188277087,629,508.85023857164845,387.4095736493766,121.44066492227182,0,0,0,0,Ellsworth,urban_cluster,West North Central,29.1,25.8,29,25.9,19.4,22.7,65,72.8,68.8,71.2,73.5,75.3,35.9,47,39.8,45.3,54.1,52.599999999999994
KS,20055,Finney County,7.6,0.1739130435,3.4982934072,3.7138099752,6.282265e-4,0.093,0.1616280212,0.750462258,0.46,8.4,0.1149216282,0.1170891585,0.6251498921,3.6456589768,69.294441828,80.260360878,78.674080909,56206,0.363,0.283,0.1992839898,0.1259512485,300.1379748,6146.7582959,7502.6705176,5128,5316,6.202136e-4,809,0.170835347,10.247006795,0.5269103698,0.025191139,0.1491591443,0.5346583127975464,0.2246084362268448,0.16836464405059814,0.927631378173828,0.49017440763404047,30.6,37097,0.766342291829528,0.021942475132760063,0.00929994339164892,0.03924845674852414,0,0.4895274550502736,27383,0.3196143592740021,0.18106585438175593,38.5745478071003,21.322478906650133,4.420842655740357,51703,0.4086,19574,47.05221211811587,789,501.5771155101153,266.26060474222317,192.08179247335218,0.9517076354144006,8.375027191646726,0,33.907983467478786,Finney,urban_cluster,West North Central,26.6,23.7,31.6,29.5,31.4,36.7,70.4,75.3,66.9,68.5,62.5,61.3,43.8,51.599999999999994,35.300000000000004,39,31.1,24.59999999999999
KS,20057,Ford County,7.6,0.0714285714,3.4540011299,3.5854479675,5.311615e-4,0.09,0.162694628,0.7779780194,0.38,8.7,0.1157891264,0.1158820083,0.6235586305,3.638982219,74.60468261,78.974899072,77.604296569,56052,0.309,0.271,0.1964222246,0.1523556353,318.66204689,6085.2069281,7127.5888447,3704,3782,4.072017e-4,421.7,0.1695434521,6.9805997499,0.4583519428,0.0257767951,0.1802487345,0.5429785251617432,0.2945356070995331,0.18217407166957855,1.0196882486343384,0.4825725662184777,31.1,34658,0.8913670725373651,0.022707599976917306,0.005309019562582953,0.014224710023659761,2.3082693750360668e-4,0.5387789255006059,25610,0.28656774697383836,0.1629638178775463,33.354492469271165,13.50337584396099,4.933925789139593,49890,0.4294,17776,63.062556255625566,751,662.8456629638383,264.3583077286694,371.366107303238,0,9.09950366343654,0,18.021744268494444,Ford,urban_cluster,West North Central,28.8,25.4,33.7,31.1,27.8,33.1,67.8,73.6,64.6,67,66.3,65.1,39,48.2,30.89999999999999,35.9,38.5,31.999999999999993
KS,20059,Franklin County,9.4,0.2580645161,3.620695842,3.3053693219,2.731068e-4,0.095,0.175811571,0.6158433364,0.35,6.7,0.1124974098,0.1005215945,0.7118813865,3.4961400457,70.233487327,77.315960802,77.250054905,58033,0.326,0.255,0.1502173232,0.0039906884,371.37166248,6879.409863,6936.0364969,4888,4867,4.274667e-4,264.3,0.184592739,12.435394241,0.606242497,0.0358543018,0.0803529077,0.7517504096031189,0.24718442559242249,0.25145527720451355,1.2503900527954102,0.5115043556388922,40,25599,0.9285128325325208,0.01515684206414313,0.003945466619789836,0.0029298019453884916,7.812805187702645e-5,0.040782843079807805,20377,0.2515090543259557,0.22817297550685572,44.96269385522872,21.563342318059302,6.015859994531037,53167,0.4082,13507,53.527800399792696,796,381.27116035703295,302.28531855955674,51.93905817174515,0,0,0,27.046783625730992,Franklin,urban_cluster,West North Central,34.4,34.2,37.8,33.6,26.4,29.6,61.3,64.4,60.3,63.5,65.5,68,26.9,30.200000000000003,22.5,29.9,39.1,38.4
KS,20061,Geary County,8.8,0.2631578947,3.8159658398,4.0962962295,0.0014113027,0.096,0.186288313,0.798905768,0.31,6.3,0.1185823556,0.1215173349,0.3729026188,3.2043427974,63.1478342,75.72012302,75.474292764,50856,0.387,0.232,0.2049528546,0.0166813567,490.04926461,9562.6724272,9780.8297532,2710,2697,3.544528e-4,516.9,0.2231920776,7.6798109585,0.7358274648,0.0479463975,0.0789640345,0.6266193389892578,0.3322984278202057,0.374388724565506,1.3333065509796145,0.46851603531120795,26.4,35796,0.6974242932171192,0.17306402950050284,0.008129399932953403,0.031260476030841436,0.007989719521734271,0.15649793272991397,25912,0.21951219512195122,0.24513912168957425,28.215443066264385,13.800424628450106,212.1466085596156,46096,0.383,12576,79.596055979643765,1032,382.9812001629707,280.77527501309584,39.433094697631105,0,17.926779582096504,0,44.84605087014726,Geary,urban_cluster,West North Central,38.7,34.5,43.1,42.5,36.3,41.5,57.9,64.2,55.5,55.7,57,55.4,19.199999999999996,29.700000000000003,12.4,13.200000000000005,20.700000000000003,13.9
KS,20063,Gove County,6.9,0.0833333333,3.4163843566,3.3023872632,3.828484e-4,0.141,0.1582460955,0.5858998145,0.4,7.4,0.1071731256,0.0984652644,0.7712634187,3.9202830189,90.915978483,80.195816839,80.404673509,49626,0.287,0.301,0.1364837747,0.0028248588,269.4349049,8048.8940781,8012.8078924,7158,7073,0.0015203345,NA,0.144201254,34.207525656,0.6385321101,0.0215877437,0.1578411405,0.7499316930770874,0.1813092827796936,0.237548828125,1.1687898635864258,0.4946808510638298,48.5,2632,0.9699848024316109,0.001519756838905775,0.009498480243161094,0.008358662613981762,0,0.026595744680851064,2134,0.14479850046860357,0.24848024316109424,65.34954407294832,14.437689969604863,12.537993920972644,50817,0.4353,1311,12.204424103737605,572,571.0575139146567,256.4007421150278,314.6567717996289,0,0,0,0,Gove,rural,West North Central,19.8,16.8,18.4,12.7,11.1,11.3,75.1,81.5,80.1,84.5,84.9,87.8,55.3,64.7,61.7,71.8,73.80000000000001,76.5
KS,20065,Graham County,6.8,NA,3.6099929943,3.3665516667,0,0.152,0.1501424057,0.7046592222,0.36,7.7,0.111082079,0.1008612385,0.7935855263,3.9678747941,110.16682405,75.47566198,76.627295828,41906,0.303,0.343,0.1411365916,0.0020652623,464.94049922,12184.88313,10797.597605,5468,5303,4.008016e-4,NA,0.1517401821,24.048096192,0.6645833333,0.0321141838,0.1174200662,0.7315005660057068,0.2574974298477173,0.2863340973854065,1.2753320932388306,0.5040999609527528,50.8,2561,0.9164388910581804,0.04060913705583756,0.0011714174150722373,0.00741897696212417,0,0.03201874267864115,2133,0.1776840131270511,0.24170245997657167,72.62787973447873,28.89496290511519,15.228426395939087,43427,0.4311,1228,17.10097719869707,578,479.01424720831733,372.352714670774,105.12129380053908,0,0,0,1.5402387370042356,Graham,rural,West North Central,23.5,23.2,22.8,19.1,14.6,17.1,71.8,75.1,74.5,78.8,79.8,80.8,48.3,51.89999999999999,51.7,59.7,65.2,63.7
KS,20067,Grant County,7.2,0.2857142857,3.2002809023,3.2588305119,4.089422e-4,0.091,0.169135609,0.809809682,0.35,9.5,0.1038102491,0.1024149599,0.78047839510000006,3.7467860169,68.318574769,78.444918877,78.572383851,61614,0.316,0.286,0.1753502854,0.0684970685,340.37465568,6333.8714512,5443.2979741,7021,8071,5.314908e-4,292.3,0.149665437,18.602179112,0.4287362954,0.0284431138,0.170153417,0.5821528434753418,0.1865260750055313,0.17610660195350647,0.9447855353355408,0.47304302747537585,32.6,7716,0.8357957490927942,0,0.0032400207361327114,0,0,0.4681181959564541,5688,0.254746835443038,0.15629860031104198,42.76827371695178,16.07050285121825,8.035251425609125,57474,0.4185,3796,46.36459430979979,636,665.3467875846213,388.2999105888364,244.60339762421765,0,0,0,32.44347937156726,Grant,urban_cluster,West North Central,23.9,20.3,23.9,19.8,18.5,20.7,74.4,78.6,75,78.5,75.5,77.4,50.50000000000001,58.3,51.1,58.7,57,56.7
KS,20069,Gray County,7.4,0.0909090909,3.2657342532,3.2198449558,NA,0.093,0.1911376374,0.4585414585,0.29,7.9,0.1025713234,0.0953882416,0.7553923818,3.1145217391,79.365079365,79.406597276,78.647855658,65771,0.31,0.298,0.1465459516,0.0309884239,303.92054335,6177.108457,6840.2531286,2667,2513,1.678416e-4,117.5,0.1453061465,21.819402484,0.5878704342,0.019784696,0.1789244761,0.6663312315940857,0.21876002848148343,0.16064563393592834,1.0457369089126587,0.4996668887408394,35.9,6004,0.986342438374417,0.006162558294470353,0,3.3311125916055963e-4,0.002498334443704197,0.14990006662225183,4541,0.21140717903545475,0.20403064623584277,41.47235176548968,16.15589606928714,4.830113257828114,61220,0.3719,3185,28.257456828885402,675,593.2400932400932,502.997002997003,90.07659007659008,0,0,0,0.1665001665001665,Gray,rural,West North Central,22.3,18.2,20.6,16.5,12.7,14.9,75.5,80.9,77.5,81.9,82.2,83.5,53.2,62.7,56.9,65.4,69.5,68.6
KS,20071,Greeley County,6.6,0.6666666667,3.6856796804,3.6444689183,0,0.089,0.1560107402,0.0040096231,0.05,5.8,0.1144611955,0.1087049976,0.6214574899,3.0296254682,NA,NA,NA,51606,0.283,0.339,0.1782984442,0.0292294066,632.04781926,10886.590685,12158.980424,6956,6981,8.006405e-4,NA,0.1564310897,32.025620496,0.7522522523,0.0198830409,0.1380368098,0.7029221057891846,0.3801710307598114,0.29862844944000244,1.3817216157913208,0.5173553719008265,48.7,1210,0.8809917355371901,0.008264462809917356,0.00743801652892562,0.001652892561983471,0,0.2206611570247934,978,0.20245398773006135,0.16115702479338842,65.2892561983471,19.834710743801654,4.958677685950414,47045,0.3994,566,10.60070671378092,631,670.4089815557338,352.8468323977546,214.1138732959102,0,0,0,103.44827586206897,Greeley,rural,West North Central,17.8,18.8,20.3,16.9,12.8,12.2,78.2,79.5,79.3,81,82.2,85.6,60.400000000000006,60.7,59,64.1,69.4,73.39999999999999
KS,20073,Greenwood County,8.9,0.0909090909,3.9402168428,3.6874359508,3.303055e-4,0.129,0.1627269363,0.5987442069,0.37,6.6,0.1204230765,0.1108477123,0.7371283539,3.9815753558,135.91793146,74.273264297,74.453466157,43083,0.363,0.318,0.1623540253,8.530967e-4,504.52993456,11624.065104,11451.670181,2684,2463,4.899559e-4,65.3,0.1669553768,16.331863466,0.70221843,0.0361934477,0.1110134095,0.7214407920837402,0.2590031921863556,0.28029561042785645,1.26073956489563,0.4987955676890959,48.6,6227,0.9539103902360687,0.0024088646218082543,0.0019270916974466034,0,0,0.037257106150634337,5146,0.18869024485036923,0.2546972860125261,62.30929821744018,26.81869278946523,4.17536534446764,41648,0.4425,2886,39.15453915453915,537,495.4402750784871,442.8165645088952,52.32471221408282,0,0,0,0.2989983555090447,Greenwood,urban_cluster,West North Central,28.8,28.1,27.3,22.5,17.1,18.5,67.2,70.3,71,74.9,76.1,79.4,38.400000000000006,42.2,43.7,52.400000000000006,58.99999999999999,60.900000000000006
KS,20075,Hamilton County,6.8,0.3333333333,3.5961179051,3.5348961323,3.835827e-4,0.183,0.1653575505,0.8026022305,0.3,5.6,0.1124458648,0.1082079465,0.691314554,3.0910763569,124.41679627,76.946039404,NA,51559,0.39,0.269,0.1876464776,0.1057012068,318.26427497,8866.6610168,NA,2699,2783,NA,189.4,0.1660481163,22.727272727,0.3664688427,0.0195479536,0.2343263673,0.6394575834274292,0.32388460636138916,0.20497030019760132,1.1683125495910645,0.47310186951545213,33.4,2621,0.8626478443342236,0.03281190385349103,0.0015261350629530714,0,0,0.3372758489126288,1965,0.30279898218829515,0.16291491797024035,47.31018695154521,24.79969477298741,4.959938954597481,48160,0.3769,1309,19.098548510313215,577,485.5018587360595,359.1078066914498,126.39405204460965,0,0,0,0,Hamilton,rural,West North Central,22.1,20.3,21.3,18.6,13.8,16.4,75.6,78.6,77,79,80.5,81.3,53.49999999999999,58.3,55.7,60.4,66.7,64.9
KS,20077,Harper County,8.5,0.0909090909,3.7807093363,3.6450733049,7.264802e-4,0.125,0.1597580281,0.7028505138,0.28,7.4,0.1171541138,0.1083392069,0.7172383465,4.2819249716,112.61261261,74.338986501,74.260775298,45570,0.364,0.354,0.1593190381,0.0120550009,547.00693941,11145.557211,11228.814777,5034,5183,5.366726e-4,214.7,0.1688365706,25.044722719,0.5397867104,0.0287481805,0.1387149153,0.7275906801223755,0.2569207549095154,0.2476806491613388,1.232192039489746,0.4904281239122868,42.5,5746,0.9636268708666899,0.001740341106856944,0.023668639053254437,0.001740341106856944,0,0.06334841628959276,4575,0.2126775956284153,0.22137138879220328,45.94500522102332,27.497389488339714,5.395057431256526,48059,0.4398,2707,36.571850757295906,600,634.405038117335,451.77328471992047,182.30029830957906,0,0,0,0.33145508783559824,Harper,rural,West North Central,28.4,24.8,26.3,23,15.2,17.2,68,73.5,71.5,73.6,77.4,81,39.6,48.7,45.2,50.599999999999994,62.2,63.8
KS,20079,Harvey County,9.2,0.0909090909,3.6991276151,3.3569963119,5.846244e-4,0.102,0.1598293174,0.8487487026,0.5,8.1,0.1109340369,0.0993965787,0.7177015617,3.9276282672,99.101175386,78.108272373,78.070781623,57934,0.309,0.255,0.1311615018,0.0119518221,373.72004506,7751.0648859,7895.4964286,2680,2626,8.39509e-4,350.3,0.1480526409,17.948124132,0.7016192217,0.0323173624,0.1016692518,0.6817089319229126,0.3084034323692322,0.23718762397766113,1.2272999286651611,0.5093850012974657,39.2,34683,0.9353573796961048,0.02029812876625436,0.005305192745725572,0.006083672116022259,0.0015281261713231266,0.11682957068304356,27448,0.2618770037889828,0.2297090793760632,46.67992964853098,17.760862670472566,5.478188161347058,55687,0.4027,17474,28.900080119033994,770,561.3539384154077,442.82666359128126,100.91108292007841,0,0,0,17.616191904047977,Harvey,urban_cluster,West North Central,33.6,35.3,40.5,37.6,34,39,60.4,63.1,57.7,60.1,58.1,58.8,26.799999999999997,27.800000000000004,17.200000000000003,22.5,24.1,19.799999999999997
KS,20081,Haskell County,7.4,0.2,3.504431137,3.5078667088,0,0.05,0.1595284435,0.4492481203,0.53,5.9,0.1134175965,0.1097600443,0.7607223476,3.6590133871,59.329575794,79.416843119,77.91419543,60808,0.337,0.289,0.1776998598,0.0669322709,279.13721679,6358.7221617,8707.2391622,4175,4435,2.467308e-4,296.1,0.1618939511,19.738465334,0.4612114772,0.0217096336,0.2191304348,0.6018696427345276,0.12061817198991776,0.17647668719291687,0.898964524269104,0.5062484685126195,36.1,4081,0.8848321489830924,0,0.01274197500612595,0.0058809115412889,2.450379808870375e-4,0.294045577064445,3111,0.273224043715847,0.20411663807890223,54.39843175692232,32.09997549620191,6.370987503062975,53780,0.4284,2023,36.08502224419179,659,541.8233082706768,420.1127819548872,121.47556390977444,0,0,0,0.2349624060150376,Haskell,rural,West North Central,16.3,14.2,17.7,15.4,18.1,19,81.9,84.8,81.3,83,76.8,79.6,65.60000000000001,70.6,63.599999999999994,67.6,58.7,60.599999999999994
KS,20083,Hodgeman County,7.2,0,3.3374276287,3.101436279,0,0.144,0.1683002156,0.5349686848,0.36,8,0.1017838199,0.0918533037,0.7700394218,3.7394517191,107.07784559,77.840440731,NA,54058,0.348,0.238,0.1367141455,0.0087310827,361.154974,8143.5204477,7729.4742438,6783,6625,0.0016286645,217.2,0.1361266723,16.286644951,0.7210682493,0.0252270434,0.141754386,0.7233574390411377,0.2124236822128296,0.2448241114616394,1.180605173110962,0.5013333333333333,46.8,1875,0.9562666666666667,0,0.0010666666666666667,0.0304,0,0.0768,1562,0.1792573623559539,0.30293333333333333,62.4,27.2,10.133333333333333,55345,0.3856,1020,28.431372549019606,583,668.580375782881,478.60125260960336,189.97912317327766,0,0,0,0,Hodgeman,rural,West North Central,19.9,18.9,19.3,16.9,12.2,14.7,76.7,80.6,78.9,81.9,84.1,83.7,56.8,61.7,59.60000000000001,65,71.89999999999999,69
KS,20085,Jackson County,9.3,0.2105263158,3.651025928,3.4982581401,4.518072e-4,0.114,0.1864202636,0.4901946219,0.29,8.1,0.110951108,0.1026596205,0.7557492582,3.5615114554,91.363867837,77.01063694,77.628908579,56330,0.379,0.279,0.1418735965,0.0036077928,359.36829804,8607.6645712,8136.273625,5003,4913,6.757771e-4,413,0.1600095775,8.2594984232,0.6761061947,0.0299293335,0.0970945883,0.7315388321876526,0.1570879966020584,0.24476812779903412,1.1333949565887451,0.501501276084672,41.4,13322,0.8694640444377721,0.006530550968323075,0.07859180303257769,0.002176850322774358,0.002552169343942351,0.044062453085122355,10528,0.22435410334346503,0.23097132562678277,48.56628133913827,29.274883651103437,15.988590301756492,53592,0.3948,6652,55.92303066746843,771,423.3397712078443,314.96062992125985,93.6710741346011,0,0,0,14.70806715198336,Jackson,urban_cluster,West North Central,37.9,35.1,36.9,34.2,26,28.6,57.2,63.3,60.9,63.4,67.7,68.6,19.300000000000004,28.199999999999996,24,29.199999999999996,41.7,39.99999999999999
